491	infeas	6.681984	0.0	infeas	4.745279	0.0
492	infeas	6.451019	0.0	infeas	4.557307	0.0
493	infeas	5.740128	0.0	infeas	4.095376	0.0
494	infeas	5.649142	0.0	infeas	4.180364	0.0
495	infeas	6.088075	0.0	infeas	4.289348	0.0
496	infeas	7.820811	0.0	infeas	5.494165	0.0
497	infeas	8.117766	0.0	infeas	5.776121	0.0
498	infeas	6.759973	0.0	infeas	4.760276	0.0
499	infeas	6.920948	0.0	infeas	4.852262	0.0
500	infeas	6.611995	0.0	infeas	4.886257	0.0
501	infeas	6.590999	0.0	infeas	4.579303	0.0
502	infeas	7.304890	0.0	infeas	5.159216	0.0
503	infeas	6.555003	0.0	infeas	4.829266	0.0
504	infeas	6.163063	0.0	infeas	4.336341	0.0
505	infeas	6.823962	0.0	infeas	4.859262	0.0
506	infeas	7.363880	0.0	infeas	5.253202	0.0
507	infeas	5.874106	0.0	infeas	4.139371	0.0
508	infeas	7.788816	0.0	infeas	5.390181	0.0
509	infeas	7.136914	0.0	infeas	5.053232	0.0
510	infeas	7.520857	0.0	infeas	5.468168	0.0
511	infeas	5.502164	0.0	infeas	3.904407	0.0
512	infeas	7.504859	0.0	infeas	5.370183	0.0
513	infeas	6.897952	0.0	infeas	4.954246	0.0
514	infeas	8.337733	0.0	infeas	5.721130	0.0
515	infeas	6.545005	0.0	infeas	4.636296	0.0
516	infeas	7.632839	0.0	infeas	5.399179	0.0
517	infeas	6.562002	0.0	infeas	4.684289	0.0
518	infeas	6.388029	0.0	infeas	4.487318	0.0
519	infeas	7.844807	0.0	infeas	5.636143	0.0
520	infeas	8.349730	0.0	infeas	5.995089	0.0
521	infeas	6.696982	0.0	infeas	4.697286	0.0
522	infeas	7.061926	0.0	infeas	4.871260	0.0
523	infeas	6.518009	0.0	infeas	4.677289	0.0
524	infeas	6.502011	0.0	infeas	4.604300	0.0
525	infeas	6.473017	0.0	infeas	4.621297	0.0
526	infeas	7.321887	0.0	infeas	5.165215	0.0
527	infeas	6.448019	0.0	infeas	4.685288	0.0
528	infeas	6.937946	0.0	infeas	4.939248	0.0
529	infeas	8.150762	0.0	infeas	5.708132	0.0
530	infeas	6.619994	0.0	infeas	4.698285	0.0
531	infeas	6.920948	0.0	infeas	4.962246	0.0
532	infeas	7.580847	0.0	infeas	5.346188	0.0
533	infeas	5.870107	0.0	infeas	4.262352	0.0
534	infeas	6.231053	0.0	infeas	4.415329	0.0
535	infeas	5.427174	0.0	infeas	3.957399	0.0
536	infeas	5.498164	0.0	infeas	3.767427	0.0
537	infeas	8.387725	0.0	infeas	5.922100	0.0
538	infeas	6.354034	0.0	infeas	4.447324	0.0
539	infeas	6.102072	0.0	infeas	4.305346	0.0
540	infeas	8.417720	0.0	infeas	6.002087	0.0
541	infeas	5.546157	0.0	infeas	3.941401	0.0
542	infeas	6.172062	0.0	infeas	4.361337	0.0
543	infeas	6.804965	0.0	infeas	4.794271	0.0
544	infeas	5.383182	0.0	infeas	3.831418	0.0
545	infeas	7.623840	0.0	infeas	5.341189	0.0
546	infeas	7.772818	0.0	infeas	5.485166	0.0
547	infeas	7.492861	0.0	infeas	5.233205	0.0
548	infeas	7.805812	0.0	infeas	5.478168	0.0
549	infeas	6.586998	0.0	infeas	4.587303	0.0
550	infeas	7.116919	0.0	infeas	5.093224	0.0
551	infeas	6.848960	0.0	infeas	4.704285	0.0
552	infeas	5.727129	0.0	infeas	4.248354	0.0
553	infeas	7.972788	0.0	infeas	5.538158	0.0
554	infeas	5.884106	0.0	infeas	4.175365	0.0
555	infeas	7.849806	0.0	infeas	5.447172	0.0
556	infeas	7.974788	0.0	infeas	5.625144	0.0
557	infeas	7.310890	0.0	infeas	5.210208	0.0
558	infeas	7.422871	0.0	infeas	5.198210	0.0
559	infeas	6.903951	0.0	infeas	4.977242	0.0
560	infeas	7.113919	0.0	infeas	5.012238	0.0
561	infeas	7.436870	0.0	infeas	5.238203	0.0
562	infeas	5.761124	0.0	infeas	4.132372	0.0
563	infeas	6.622993	0.0	infeas	4.720282	0.0
564	infeas	5.440173	0.0	infeas	3.883410	0.0
565	infeas	7.118918	0.0	infeas	5.029236	0.0
566	infeas	7.307888	0.0	infeas	5.226206	0.0
567	infeas	6.114070	0.0	infeas	4.392332	0.0
568	infeas	6.027084	0.0	infeas	4.250354	0.0
569	infeas	6.216055	0.0	infeas	4.516314	0.0
570	infeas	5.496164	0.0	infeas	3.887409	0.0
571	infeas	7.571849	0.0	infeas	5.361185	0.0
572	infeas	5.909102	0.0	infeas	4.232357	0.0
573	infeas	5.577152	0.0	infeas	4.033386	0.0
574	infeas	7.739823	0.0	infeas	5.428175	0.0
575	infeas	6.019086	0.0	infeas	4.335340	0.0
576	infeas	6.957943	0.0	infeas	4.970244	0.0
577	infeas	6.309041	0.0	infeas	4.571305	0.0
578	infeas	5.072229	0.0	infeas	3.523465	0.0
579	infeas	6.544005	0.0	infeas	4.665291	0.0
580	infeas	6.554003	0.0	infeas	4.570305	0.0
581	infeas	7.063926	0.0	infeas	5.128221	0.0
582	infeas	7.030931	0.0	infeas	5.030235	0.0
583	infeas	6.226054	0.0	infeas	4.442324	0.0
584	infeas	6.309041	0.0	infeas	4.386333	0.0
585	infeas	7.377879	0.0	infeas	5.222206	0.0
586	infeas	7.392875	0.0	infeas	5.166216	0.0
587	infeas	6.865956	0.0	infeas	4.856262	0.0
588	infeas	8.306737	0.0	infeas	5.910101	0.0
589	infeas	7.342884	0.0	infeas	5.288195	0.0
590	infeas	7.680834	0.0	infeas	5.430174	0.0
591	infeas	6.414024	0.0	infeas	4.451324	0.0
592	infeas	6.897951	0.0	infeas	4.851262	0.0
593	infeas	7.185908	0.0	infeas	5.096226	0.0
594	infeas	6.627992	0.0	infeas	4.718282	0.0
595	infeas	6.529008	0.0	infeas	4.689288	0.0
596	infeas	6.454018	0.0	infeas	4.528312	0.0
597	infeas	7.161910	0.0	infeas	5.072230	0.0
598	infeas	6.857957	0.0	infeas	4.884258	0.0
599	infeas	7.235900	0.0	infeas	4.993240	0.0
600	infeas	5.593150	0.0	infeas	4.063383	0.0
601	infeas	6.750973	0.0	infeas	4.850263	0.0
602	infeas	5.549157	0.0	infeas	3.826417	0.0
603	infeas	7.287893	0.0	infeas	5.013237	0.0
604	infeas	6.416025	0.0	infeas	4.661291	0.0
605	infeas	6.065079	0.0	infeas	4.393331	0.0
606	infeas	7.702829	0.0	infeas	5.416177	0.0
607	infeas	7.874803	0.0	infeas	5.513162	0.0
608	infeas	8.031779	0.0	infeas	5.662139	0.0
609	infeas	6.398028	0.0	infeas	4.581303	0.0
610	infeas	5.849111	0.0	infeas	4.288348	0.0
611	infeas	6.497012	0.0	infeas	4.708285	0.0
612	infeas	7.296890	0.0	infeas	5.169214	0.0
613	infeas	6.729977	0.0	infeas	4.733281	0.0
614	infeas	7.044929	0.0	infeas	4.964245	0.0
615	infeas	5.882106	0.0	infeas	4.154368	0.0
616	infeas	7.591846	0.0	infeas	5.352186	0.0
617	infeas	7.879803	0.0	infeas	5.436173	0.0
618	infeas	8.238747	0.0	infeas	5.808118	0.0
619	infeas	7.302890	0.0	infeas	5.062230	0.0
620	infeas	7.402874	0.0	infeas	5.157216	0.0
621	infeas	6.628993	0.0	infeas	4.724281	0.0
622	infeas	4.871260	0.0	infeas	3.490469	0.0
623	infeas	6.447020	0.0	infeas	4.557308	0.0
624	infeas	7.243898	0.0	infeas	5.190211	0.0
625	infeas	7.078924	0.0	infeas	5.018237	0.0
626	infeas	8.357729	0.0	infeas	5.901103	0.0
627	infeas	6.040082	0.0	infeas	4.287348	0.0
628	infeas	6.901951	0.0	infeas	4.875259	0.0
629	infeas	7.035930	0.0	infeas	4.936250	0.0
630	infeas	7.751822	0.0	infeas	5.617145	0.0
631	infeas	7.129916	0.0	infeas	5.032236	0.0
632	infeas	5.708131	0.0	infeas	4.091379	0.0
633	infeas	8.100768	0.0	infeas	5.764124	0.0
634	infeas	7.326886	0.0	infeas	5.187211	0.0
635	infeas	6.301043	0.0	infeas	4.467320	0.0
636	infeas	5.053233	0.0	infeas	3.680440	0.0
637	infeas	6.263048	0.0	infeas	4.437325	0.0
638	infeas	8.352730	0.0	infeas	5.919100	0.0
639	infeas	6.110071	0.0	infeas	4.264353	0.0
640	infeas	6.299042	0.0	infeas	4.439325	0.0
641	infeas	5.922100	0.0	infeas	4.118374	0.0
642	infeas	6.448020	0.0	infeas	4.547308	0.0
643	infeas	5.164215	0.0	infeas	3.686439	0.0
644	infeas	6.523008	0.0	infeas	4.469321	0.0
645	infeas	6.738975	0.0	infeas	4.827267	0.0
646	infeas	6.945944	0.0	infeas	4.952247	0.0
647	infeas	6.213055	0.0	infeas	4.399332	0.0
648	infeas	6.212056	0.0	infeas	4.484318	0.0
649	infeas	8.340732	0.0	infeas	5.787120	0.0
650	infeas	6.538006	0.0	infeas	4.672289	0.0
651	infeas	5.796120	0.0	infeas	4.162367	0.0
652	infeas	6.238052	0.0	infeas	4.540310	0.0
653	infeas	7.560850	0.0	infeas	5.385181	0.0
654	infeas	7.341884	0.0	infeas	5.145218	0.0
655	infeas	7.022932	0.0	infeas	4.949247	0.0
656	infeas	5.522161	0.0	infeas	3.892409	0.0
657	infeas	7.495860	0.0	infeas	5.290196	0.0
658	infeas	7.466865	0.0	infeas	5.146217	0.0
659	infeas	6.983938	0.0	infeas	4.823268	0.0
660	infeas	6.200057	0.0	infeas	4.581304	0.0
661	infeas	6.180060	0.0	infeas	4.368336	0.0
662	infeas	6.445020	0.0	infeas	4.540310	0.0
663	infeas	6.883953	0.0	infeas	4.882258	0.0
664	infeas	8.445716	0.0	infeas	5.842112	0.0
665	infeas	7.219903	0.0	infeas	5.048232	0.0
666	infeas	5.566153	0.0	infeas	4.012391	0.0
667	infeas	6.755972	0.0	infeas	4.743280	0.0
668	infeas	6.526007	0.0	infeas	4.588303	0.0
669	infeas	5.595150	0.0	infeas	4.044385	0.0
670	infeas	7.262896	0.0	infeas	5.220206	0.0
671	infeas	5.411177	0.0	infeas	3.867412	0.0
672	infeas	7.332886	0.0	infeas	5.290196	0.0
673	infeas	6.019084	0.0	infeas	4.140371	0.0
674	infeas	6.550004	0.0	infeas	4.639294	0.0
675	infeas	6.621994	0.0	infeas	4.634295	0.0
676	infeas	6.998937	0.0	infeas	5.010238	0.0
677	infeas	6.038082	0.0	infeas	4.318343	0.0
678	infeas	5.544158	0.0	infeas	4.018388	0.0
679	infeas	6.560004	0.0	infeas	4.634295	0.0
680	infeas	6.316040	0.0	infeas	4.452323	0.0
681	infeas	6.482015	0.0	infeas	4.669290	0.0
682	infeas	5.256200	0.0	infeas	3.735432	0.0
683	infeas	6.651989	0.0	infeas	4.684288	0.0
684	infeas	5.746126	0.0	infeas	4.093378	0.0
685	infeas	7.142915	0.0	infeas	5.050232	0.0
686	infeas	6.561002	0.0	infeas	4.608300	0.0
687	infeas	7.044929	0.0	infeas	4.996241	0.0
688	infeas	8.172757	0.0	infeas	5.672138	0.0
689	infeas	7.560850	0.0	infeas	5.380182	0.0
690	infeas	6.215055	0.0	infeas	4.338341	0.0
691	infeas	6.367032	0.0	infeas	4.454323	0.0
692	infeas	6.262048	0.0	infeas	4.525312	0.0
693	infeas	5.859109	0.0	infeas	4.243355	0.0
694	infeas	7.959790	0.0	infeas	5.703133	0.0
695	infeas	7.137915	0.0	infeas	5.221206	0.0
696	infeas	8.043778	0.0	infeas	5.703133	0.0
697	infeas	7.790815	0.0	infeas	5.363185	0.0
698	infeas	8.036778	0.0	infeas	5.645142	0.0
699	infeas	6.733976	0.0	infeas	4.853262	0.0
700	infeas	7.029931	0.0	infeas	4.877259	0.0
701	infeas	8.539702	0.0	infeas	5.957094	0.0
702	infeas	6.671986	0.0	infeas	4.768275	0.0
703	infeas	8.187755	0.0	infeas	5.760124	0.0
704	infeas	8.508707	0.0	infeas	6.006087	0.0
705	infeas	5.819115	0.0	infeas	4.182364	0.0
706	infeas	7.601845	0.0	infeas	5.352186	0.0
707	infeas	5.824115	0.0	infeas	4.113375	0.0
708	infeas	5.175212	0.0	infeas	3.693440	0.0
709	infeas	7.149912	0.0	infeas	5.226206	0.0
710	infeas	6.411025	0.0	infeas	4.547309	0.0
711	infeas	5.947095	0.0	infeas	4.242356	0.0
712	limit	1102.451402	0.0	limit	744.971746	0.0
713	infeas	7.354883	0.0	infeas	5.091226	0.0
714	infeas	8.256744	0.0	infeas	5.840113	0.0
715	infeas	6.052080	0.0	infeas	4.373335	0.0
716	infeas	5.320191	0.0	infeas	3.821419	0.0
717	infeas	7.607844	0.0	infeas	5.405178	0.0
718	infeas	7.413873	0.0	infeas	5.222206	0.0
719	infeas	6.049080	0.0	infeas	4.413329	0.0
720	infeas	6.753973	0.0	infeas	4.692287	0.0
721	infeas	7.362881	0.0	infeas	5.100225	0.0
722	infeas	7.516857	0.0	infeas	5.239204	0.0
723	infeas	6.816962	0.0	infeas	4.851263	0.0
724	infeas	7.555852	0.0	infeas	5.408177	0.0
725	infeas	6.048081	0.0	infeas	4.214359	0.0
726	infeas	5.622145	0.0	infeas	3.971397	0.0
727	infeas	7.497860	0.0	infeas	5.332190	0.0
728	limit	1131.260022	0.0	limit	789.527973	0.0
729	infeas	7.321887	0.0	infeas	5.150218	0.0
730	infeas	7.132915	0.0	infeas	5.042233	0.0
731	infeas	7.697830	0.0	infeas	5.432174	0.0
732	infeas	6.663987	0.0	infeas	4.753277	0.0
733	infeas	6.793968	0.0	infeas	5.043233	0.0
734	infeas	5.584151	0.0	infeas	4.130372	0.0
735	infeas	6.529007	0.0	infeas	4.583303	0.0
736	infeas	7.685833	0.0	infeas	5.507162	0.0
737	infeas	8.230749	0.0	infeas	5.598149	0.0
738	infeas	6.748973	0.0	infeas	4.752278	0.0
739	infeas	6.914949	0.0	infeas	4.912254	0.0
740	infeas	8.214751	0.0	infeas	5.797118	0.0
741	infeas	7.145914	0.0	infeas	5.094226	0.0
742	infeas	6.349035	0.0	infeas	4.561305	0.0
743	infeas	5.847112	0.0	infeas	4.147369	0.0
744	infeas	6.217056	0.0	infeas	4.513313	0.0
745	infeas	7.786816	0.0	infeas	5.388182	0.0
746	infeas	7.961789	0.0	infeas	5.660140	0.0
747	infeas	5.930098	0.0	infeas	4.276350	0.0
748	infeas	7.561850	0.0	infeas	5.293196	0.0
749	infeas	7.463865	0.0	infeas	5.240203	0.0
750	infeas	4.151369	0.0	infeas	3.038538	0.0
751	infeas	7.299891	0.0	infeas	5.193210	0.0
752	infeas	6.934945	0.0	infeas	4.854263	0.0
753	infeas	8.679680	0.0	infeas	6.049081	0.0
754	infeas	4.058383	0.0	infeas	2.935554	0.0
755	infeas	6.966940	0.0	infeas	4.913253	0.0
756	infeas	7.712828	0.0	infeas	5.494165	0.0
757	infeas	6.602996	0.0	infeas	4.824266	0.0
758	infeas	6.393029	0.0	infeas	4.590301	0.0
759	infeas	5.727130	0.0	infeas	4.075381	0.0
760	infeas	5.995088	0.0	infeas	4.248354	0.0
761	infeas	9.890496	0.0	infeas	6.919949	0.0
762	infeas	7.914796	0.0	infeas	5.572153	0.0
763	infeas	4.942249	0.0	infeas	3.580455	0.0
764	infeas	5.794120	0.0	infeas	4.166366	0.0
765	infeas	6.424024	0.0	infeas	4.596301	0.0
766	infeas	7.701829	0.0	infeas	5.468169	0.0
767	infeas	6.888953	0.0	infeas	4.887256	0.0
768	infeas	6.166063	0.0	infeas	4.452324	0.0
769	infeas	6.597996	0.0	infeas	4.674290	0.0
770	infeas	6.697982	0.0	infeas	4.711283	0.0
771	infeas	6.895952	0.0	infeas	4.819267	0.0
772	infeas	6.382030	0.0	infeas	4.594301	0.0
773	infeas	7.565851	0.0	infeas	5.442172	0.0
774	infeas	7.326886	0.0	infeas	5.186211	0.0
775	infeas	6.275047	0.0	infeas	4.399331	0.0
776	infeas	10.363425	0.0	infeas	7.251897	0.0
777	infeas	6.330038	0.0	infeas	4.545309	0.0
778	infeas	6.563002	0.0	infeas	4.550309	0.0
779	infeas	8.376726	0.0	infeas	5.814116	0.0
780	infeas	5.198210	0.0	infeas	3.828418	0.0
781	infeas	8.186755	0.0	infeas	5.724131	0.0
782	infeas	6.026083	0.0	infeas	4.351339	0.0
783	infeas	6.858957	0.0	infeas	4.944248	0.0
784	infeas	6.497012	0.0	infeas	4.608300	0.0
785	infeas	7.554851	0.0	infeas	5.308194	0.0
786	infeas	5.105223	0.0	infeas	3.587455	0.0
787	infeas	5.463169	0.0	infeas	4.058384	0.0
788	infeas	7.289891	0.0	infeas	5.174213	0.0
789	infeas	5.404179	0.0	infeas	3.901407	0.0
790	infeas	6.740975	0.0	infeas	4.906255	0.0
791	infeas	4.421327	0.0	infeas	3.143523	0.0
792	infeas	6.484013	0.0	infeas	4.607300	0.0
793	infeas	6.034083	0.0	infeas	4.326342	0.0
794	infeas	5.134220	0.0	infeas	3.507466	0.0
795	infeas	7.286893	0.0	infeas	5.235204	0.0
796	infeas	6.522008	0.0	infeas	4.624297	0.0
797	infeas	8.568698	0.0	infeas	5.946096	0.0
798	infeas	6.946944	0.0	infeas	4.886257	0.0
799	infeas	6.173061	0.0	infeas	4.488318	0.0
800	infeas	6.347035	0.0	infeas	4.584303	0.0
801	infeas	8.093770	0.0	infeas	5.762124	0.0
802	infeas	7.276894	0.0	infeas	5.344187	0.0
803	infeas	6.930946	0.0	infeas	5.026237	0.0
804	infeas	6.322038	0.0	infeas	4.452323	0.0
805	infeas	7.031931	0.0	infeas	5.115222	0.0
806	infeas	6.632992	0.0	infeas	4.848263	0.0
807	infeas	6.577000	0.0	infeas	4.705285	0.0
808	infeas	6.258048	0.0	infeas	4.614299	0.0
809	infeas	6.451020	0.0	infeas	4.485318	0.0
810	infeas	7.201905	0.0	infeas	5.131220	0.0
811	infeas	7.030931	0.0	infeas	5.030235	0.0
812	infeas	6.839960	0.0	infeas	5.032235	0.0
813	infeas	6.219055	0.0	infeas	4.470320	0.0
814	infeas	6.963941	0.0	infeas	4.954247	0.0
815	limit	1103.987169	0.0	limit	764.966708	0.0
816	infeas	6.348034	0.0	infeas	4.586303	0.0
817	infeas	5.610147	0.0	infeas	4.004392	0.0
818	infeas	6.221054	0.0	infeas	4.387333	0.0
819	infeas	6.546005	0.0	infeas	4.763275	0.0
820	infeas	6.520009	0.0	infeas	4.567306	0.0
821	infeas	6.503011	0.0	infeas	4.592302	0.0
822	infeas	6.502011	0.0	infeas	4.641295	0.0
823	infeas	6.408026	0.0	infeas	4.517313	0.0
824	infeas	5.457170	0.0	infeas	3.810421	0.0
825	infeas	7.076924	0.0	infeas	4.960246	0.0
826	infeas	6.518010	0.0	infeas	4.531311	0.0
827	infeas	6.854957	0.0	infeas	5.036234	0.0
828	limit	1115.598404	0.0	limit	784.988664	0.0
829	infeas	6.352034	0.0	infeas	4.632295	0.0
830	infeas	5.048233	0.0	infeas	3.623450	0.0
831	infeas	7.625840	0.0	infeas	5.375183	0.0
832	infeas	6.205057	0.0	infeas	4.485318	0.0
833	infeas	5.580152	0.0	infeas	4.010390	0.0
834	infeas	8.866652	0.0	infeas	6.255049	0.0
835	infeas	6.658987	0.0	infeas	4.716284	0.0
836	infeas	7.390877	0.0	infeas	5.335188	0.0
837	infeas	7.414873	0.0	infeas	5.200209	0.0
838	infeas	7.466865	0.0	infeas	5.207209	0.0
839	infeas	6.222053	0.0	infeas	4.513314	0.0
840	infeas	6.530008	0.0	infeas	4.579304	0.0
841	infeas	5.955095	0.0	infeas	4.431326	0.0
842	infeas	5.775121	0.0	infeas	4.133372	0.0
843	infeas	6.870956	0.0	infeas	4.848262	0.0
844	infeas	7.907799	0.0	infeas	5.530159	0.0
845	infeas	6.625992	0.0	infeas	4.750278	0.0
846	infeas	6.349035	0.0	infeas	4.438326	0.0
847	infeas	5.575152	0.0	infeas	4.041385	0.0
848	infeas	6.286045	0.0	infeas	4.436325	0.0
849	infeas	6.733976	0.0	infeas	4.856263	0.0
850	infeas	8.038777	0.0	infeas	5.700134	0.0
851	infeas	6.958942	0.0	infeas	5.001239	0.0
852	infeas	6.564003	0.0	infeas	4.625296	0.0
853	infeas	5.927100	0.0	infeas	4.219358	0.0
854	infeas	5.938097	0.0	infeas	4.239356	0.0
855	infeas	6.650989	0.0	infeas	4.835265	0.0
856	infeas	6.260048	0.0	infeas	4.401331	0.0
857	infeas	6.479015	0.0	infeas	4.529311	0.0
858	infeas	5.267200	0.0	infeas	3.714435	0.0
859	infeas	5.682136	0.0	infeas	4.033387	0.0
860	infeas	7.570849	0.0	infeas	5.424176	0.0
861	infeas	7.426871	0.0	infeas	5.209207	0.0
862	infeas	8.803662	0.0	infeas	6.081075	0.0
863	infeas	6.486015	0.0	infeas	4.517313	0.0
864	infeas	6.916949	0.0	infeas	4.943248	0.0
865	infeas	6.615994	0.0	infeas	4.687288	0.0
866	infeas	7.349882	0.0	infeas	5.255201	0.0
867	infeas	4.935250	0.0	infeas	3.540462	0.0
868	infeas	6.534006	0.0	infeas	4.646294	0.0
869	infeas	7.173910	0.0	infeas	4.953246	0.0
870	infeas	6.281046	0.0	infeas	4.599301	0.0
871	infeas	5.698133	0.0	infeas	4.063382	0.0
872	infeas	5.645142	0.0	infeas	3.994393	0.0
873	infeas	6.678985	0.0	infeas	4.690287	0.0
874	infeas	8.241747	0.0	infeas	5.738127	0.0
875	infeas	6.144067	0.0	infeas	4.329341	0.0
876	infeas	7.259897	0.0	infeas	5.335188	0.0
877	infeas	6.318040	0.0	infeas	4.451323	0.0
878	infeas	8.138763	0.0	infeas	5.812117	0.0
879	infeas	5.880105	0.0	infeas	4.166367	0.0
880	infeas	7.809813	0.0	infeas	5.573153	0.0
881	infeas	6.403026	0.0	infeas	4.586303	0.0
882	infeas	6.203057	0.0	infeas	4.321342	0.0
883	infeas	7.514858	0.0	infeas	5.305194	0.0
884	infeas	7.475863	0.0	infeas	5.190211	0.0
885	infeas	6.108072	0.0	infeas	4.411329	0.0
886	infeas	6.519009	0.0	infeas	4.571306	0.0
887	infeas	7.958789	0.0	infeas	5.551157	0.0
888	infeas	8.017781	0.0	infeas	5.613147	0.0
889	infeas	7.217902	0.0	infeas	5.058231	0.0
890	infeas	8.266743	0.0	infeas	5.890105	0.0
891	infeas	6.225054	0.0	infeas	4.364336	0.0
892	infeas	5.688135	0.0	infeas	4.072381	0.0
893	infeas	8.675681	0.0	infeas	6.158064	0.0
894	infeas	6.676985	0.0	infeas	4.718282	0.0
895	infeas	5.868108	0.0	infeas	4.255354	0.0
896	infeas	7.094921	0.0	infeas	4.988242	0.0
897	infeas	5.279197	0.0	infeas	3.735433	0.0
898	infeas	6.019084	0.0	infeas	4.325343	0.0
899	infeas	7.605843	0.0	infeas	5.433175	0.0
900	infeas	6.373031	0.0	infeas	4.488317	0.0
901	infeas	7.536855	0.0	infeas	5.458170	0.0
902	infeas	7.273894	0.0	infeas	5.076228	0.0
903	infeas	6.548005	0.0	infeas	4.694286	0.0
904	infeas	4.619298	0.0	infeas	3.396483	0.0
905	infeas	7.031932	0.0	infeas	4.875259	0.0
906	infeas	5.987090	0.0	infeas	4.291347	0.0
907	infeas	7.345883	0.0	infeas	5.286197	0.0
908	infeas	6.913949	0.0	infeas	4.820267	0.0
909	infeas	6.768971	0.0	infeas	4.892256	0.0
910	infeas	7.388877	0.0	infeas	5.257200	0.0
911	infeas	6.952943	0.0	infeas	4.784273	0.0
912	infeas	7.229901	0.0	infeas	5.019237	0.0
913	infeas	7.765820	0.0	infeas	5.492165	0.0
914	infeas	6.672985	0.0	infeas	4.703285	0.0
915	infeas	7.270894	0.0	infeas	5.006240	0.0
916	infeas	6.320039	0.0	infeas	4.486318	0.0
917	infeas	6.662987	0.0	infeas	4.746278	0.0
918	infeas	8.739672	0.0	infeas	6.224053	0.0
919	infeas	6.653989	0.0	infeas	4.744279	0.0
920	infeas	6.750973	0.0	infeas	4.673290	0.0
921	infeas	6.705981	0.0	infeas	4.615297	0.0
922	infeas	6.014087	0.0	infeas	4.295347	0.0
923	infeas	8.333733	0.0	infeas	5.841112	0.0
924	infeas	6.528007	0.0	infeas	4.520313	0.0
925	infeas	6.156064	0.0	infeas	4.395332	0.0
926	infeas	8.216751	0.0	infeas	5.916100	0.0
927	infeas	5.943097	0.0	infeas	4.280349	0.0
928	infeas	7.023932	0.0	infeas	5.065230	0.0
929	infeas	5.733129	0.0	infeas	3.953399	0.0
930	infeas	6.953943	0.0	infeas	4.943248	0.0
931	infeas	6.683984	0.0	infeas	4.849263	0.0
932	infeas	6.062078	0.0	infeas	4.319344	0.0
933	infeas	5.953094	0.0	infeas	4.369337	0.0
934	infeas	7.514857	0.0	infeas	5.348187	0.0
935	infeas	7.837809	0.0	infeas	5.520160	0.0
936	infeas	6.116070	0.0	infeas	4.264353	0.0
937	infeas	6.645988	0.0	infeas	4.702286	0.0
938	infeas	7.734824	0.0	infeas	5.466169	0.0
939	infeas	8.199754	0.0	infeas	5.802117	0.0
940	infeas	6.910950	0.0	infeas	4.904254	0.0
941	infeas	6.044081	0.0	infeas	4.321343	0.0
942	infeas	6.494013	0.0	infeas	4.640295	0.0
943	infeas	7.450867	0.0	infeas	5.354186	0.0
944	infeas	6.935946	0.0	infeas	4.855261	0.0
945	infeas	5.805118	0.0	infeas	4.216359	0.0
946	infeas	6.702981	0.0	infeas	4.659292	0.0
947	infeas	5.914101	0.0	infeas	4.166367	0.0
948	infeas	7.875802	0.0	infeas	5.655141	0.0
949	infeas	8.159759	0.0	infeas	5.849111	0.0
950	infeas	6.307041	0.0	infeas	4.490317	0.0
951	infeas	6.592998	0.0	infeas	4.793271	0.0
952	infeas	7.327887	0.0	infeas	5.193210	0.0
953	infeas	6.761972	0.0	infeas	4.705284	0.0
954	infeas	7.173910	0.0	infeas	5.155216	0.0
955	infeas	7.886801	0.0	infeas	5.555156	0.0
956	infeas	7.041929	0.0	infeas	5.004239	0.0
957	infeas	9.339580	0.0	infeas	6.553004	0.0
958	infeas	5.043234	0.0	infeas	3.647445	0.0
959	infeas	5.599149	0.0	infeas	4.023388	0.0
960	infeas	6.903951	0.0	infeas	4.828266	0.0
961	infeas	6.108071	0.0	infeas	4.253354	0.0
962	infeas	9.118613	0.0	infeas	6.438021	0.0
963	infeas	8.568698	0.0	infeas	5.969093	0.0
964	infeas	6.902951	0.0	infeas	4.896254	0.0
965	infeas	5.279199	0.0	infeas	3.913405	0.0
966	infeas	7.187907	0.0	infeas	4.999239	0.0
967	infeas	5.144218	0.0	infeas	3.624450	0.0
968	infeas	6.203057	0.0	infeas	4.530311	0.0
969	infeas	6.496012	0.0	infeas	4.541310	0.0
970	infeas	7.614842	0.0	infeas	5.453172	0.0
971	infeas	7.695829	0.0	infeas	5.377183	0.0
972	infeas	5.771122	0.0	infeas	4.115375	0.0
973	infeas	5.637143	0.0	infeas	3.979395	0.0
974	infeas	6.556003	0.0	infeas	4.585303	0.0
975	infeas	7.470864	0.0	infeas	5.517161	0.0
976	infeas	7.202905	0.0	infeas	5.194211	0.0
977	infeas	7.833809	0.0	infeas	5.568154	0.0
978	infeas	7.340884	0.0	infeas	5.188211	0.0
979	infeas	6.624992	0.0	infeas	4.723283	0.0
980	infeas	7.650836	0.0	infeas	5.524161	0.0
981	infeas	5.880106	0.0	infeas	4.230357	0.0
982	infeas	6.798967	0.0	infeas	4.805269	0.0
983	infeas	8.136763	0.0	infeas	5.724130	0.0
984	infeas	6.575000	0.0	infeas	4.722282	0.0
985	infeas	6.579000	0.0	infeas	4.612299	0.0
986	infeas	6.364032	0.0	infeas	4.554308	0.0
987	infeas	7.252897	0.0	infeas	5.075229	0.0
988	infeas	6.324038	0.0	infeas	4.512315	0.0
989	infeas	7.405873	0.0	infeas	5.248202	0.0
990	infeas	6.750974	0.0	infeas	4.719282	0.0
